dataset,group_id,fold,n,members
arc,arc_9eb88e79bbc71d1567fc,3,1,TIMSS_2011_4_pg92
arc,arc_11dbe551306764c47582,4,1,MCAS_2008_5_5637
arc,arc_fea63cfa814697872147,0,1,NCEOGA_2013_8_51
arc,arc_1583b0370aeb5a54cae8,1,1,AKDE&ED_2008_8_9
arc,arc_f38c5f45517703737043,2,1,Mercury_SC_401220
arc,arc_07b468e8c40d422c0d50,3,1,Mercury_SC_407194
arc,arc_78d43cc6d6a231d71afb,4,1,Mercury_7013003
arc,arc_d41909d87f42c468958d,0,1,Mercury_7086118
arc,arc_f4a556631326e3a587ba,1,1,Mercury_7159093
arc,arc_79657734434231e365a0,2,1,TIMSS_1995_8_O11
arc,arc_e744599d38af0ed9b5e7,3,1,AKDE&ED_2012_4_33
arc,arc_6e2d6d7b7c340cc97aba,4,1,Mercury_7211348
arc,arc_238149484d34b7c01806,0,1,ACTAAP_2009_7_11
arc,arc_f3b76207a60af2e28a54,1,1,Mercury_7128713
arc,arc_4ee83bdfb763994cc3b3,2,1,Mercury_417139
arc,arc_c07037bcc03fd9aeac89,3,1,Mercury_7124180
arc,arc_bac6445055d9b9249731,4,1,VASoL_2009_3_10
arc,arc_45adab79f41998973454,0,1,Mercury_7082565
arc,arc_bd942430594c8787bc7e,1,1,Mercury_7083545
arc,arc_dc354cb9aeb7c7b92035,2,1,MCAS_2005_9_19
arc,arc_35a5f6aabe19b6711c45,3,1,Mercury_SC_401644
arc,arc_8b057f18336c4fead64b,4,1,Mercury_7159863
arc,arc_d6172c818db3985002a5,0,1,TIMSS_2011_4_pg64
arc,arc_7be4d11bae53aff82a2c,1,1,NYSEDREGENTS_2009_8_41
arc,arc_c1f95526d1fe917f5dc8,2,1,Mercury_7245753
arc,arc_9b33f17c335fd6b18636,3,1,MCAS_2005_8_4
arc,arc_d4a0b3532bc3e85857de,4,1,MCAS_2006_8_35
arc,arc_435e7c8bd5b5f5c8f4db,0,1,ACTAAP_2013_5_14
arc,arc_f34ed87973bc4b2fa921,1,1,ACTAAP_2007_7_4
arc,arc_5a2dcd6487475cc5a675,2,1,Mercury_402363
arc,arc_af1bb656cad971e01544,3,1,LEAP_2008_8_10423
arc,arc_f37af631abe29f52571e,4,1,Mercury_7056613
arc,arc_3a28779c57d0679ce5b7,0,1,Mercury_SC_415079
arc,arc_8f7384517b08bfa2de65,1,1,Mercury_SC_407137
arc,arc_7e089c4f34f8d34e92e6,2,1,NYSEDREGENTS_2005_8_44
arc,arc_a712afcf152b01dc52bf,3,1,CSZ_2004_5_CSZ20414
arc,arc_4b5859c6b629e153b67e,4,1,Mercury_SC_401765
arc,arc_4a55b0548374a2d5e67b,0,1,Mercury_7038430
arc,arc_5156f97bb508ed472daf,1,1,NCEOGA_2013_5_42
arc,arc_a9d94a829cdfe009dc58,2,1,Mercury_SC_405207
arc,arc_e5712f6c7b517181f525,3,1,Mercury_SC_414081
arc,arc_c7d2dc1b8beea717df9e,4,1,MDSA_2009_4_30
arc,arc_809d49082425c968c498,0,1,Mercury_7213255
arc,arc_cae235aa52c4ca945884,1,1,Mercury_7024483
arc,arc_8e544a5efc3120574d0e,2,1,NYSEDREGENTS_2004_8_37
arc,arc_783dfc6ab1be500ece18,3,1,MCAS_2008_8_5711
arc,arc_4b7def16276b1de4c4bd,4,1,Mercury_SC_401606
arc,arc_777d49a903c9f7952835,0,1,Mercury_188563
arc,arc_b17cda03781fbd2aaa3d,1,1,Mercury_7108973
arc,arc_953fe5ff0466396e7e70,2,1,ACTAAP_2014_7_14
arc,arc_6175e316f946ffe2651c,3,1,MDSA_2007_5_9
arc,arc_fb5a22d1ec2e29762e4c,4,1,Mercury_7161210
arc,arc_f99370d52d5b18a3f581,0,1,Mercury_7102270
arc,arc_f5a52efc4d7d07e96085,1,1,MCAS_2006_9_5-v1
arc,arc_d5d15359e4a3d638ccc6,2,1,Mercury_7210000
arc,arc_e4ac561fc8ad1da315f0,3,1,Mercury_7267680
arc,arc_a9c2bad115b6b7ec6e3f,4,1,Mercury_7274348
arc,arc_81a9539435af6a1c014f,0,1,MCAS_2002_8_15
arc,arc_554c8aa0a387b1a65a24,1,1,MCAS_2004_8_36
arc,arc_d486d8ae3306f70ec902,2,1,Mercury_404903
arc,arc_abfce39361787ee87028,3,1,Mercury_7057295
arc,arc_d1fdd3eb94977caf918b,4,1,Mercury_SC_400377
arc,arc_1876e99b0e2fc41c6068,0,1,Mercury_7221708
arc,arc_e9b07fd9318e96197726,1,1,MCAS_2008_8_5691
arc,arc_8f564f51bdbc91975db1,2,1,MCAS_2000_4_4
arc,arc_339a8cfbd152523a1175,3,1,Mercury_7239418
arc,arc_ad28e94796beacb3f3cd,4,1,MSA_2015_5_46
arc,arc_aa882037552cd14f124a,0,1,MCAS_2000_4_17
arc,arc_e498eb483ff971254f48,1,1,TIMSS_1995_8_N3
arc,arc_5f0da9c3ebdf8282c8e7,2,1,CSZ20740
arc,arc_9ed27a36a5c46c2d88c2,3,1,OHAT_2010_5_20
arc,arc_b767b78d0c1bf1d197a0,4,1,Mercury_7218155
arc,arc_f89def89498c423e2e35,0,1,Mercury_402349
arc,arc_6c384dc8dd60104b7c6a,1,1,LEAP_2001_4_10241
arc,arc_7e6da0fdd0ff1eaac30d,2,1,NYSEDREGENTS_2004_4_9
arc,arc_f64f38a88ebcd20297a2,3,1,Mercury_7217840
arc,arc_bfa83694473226c34a2a,4,1,Mercury_404786
arc,arc_a52b2a98a2452314d3a8,0,1,NYSEDREGENTS_2006_8_6
arc,arc_c6f433fd1e76764016e9,1,1,NCEOGA_2013_5_57
arc,arc_c41d3d85ac14b96aba0a,2,1,MDSA_2010_5_2
arc,arc_67584189e15dd6fda601,3,1,Mercury_7094010
arc,arc_e8c329669d05ee5dfede,4,1,Mercury_7171990
arc,arc_88b1c6369ac11de23682,0,1,Mercury_7086293
arc,arc_3a631b8a38261edd9aa4,1,1,Mercury_SC_407691
arc,arc_e7675d4cb9fcc8a22b3d,2,1,Mercury_7210263
arc,arc_57e09f03739a057c306c,3,1,Mercury_7069458
arc,arc_bafb89ba04b47adeec99,4,1,Mercury_7238980
arc,arc_6565897f36678f4c38d8,0,1,Mercury_SC_406796
arc,arc_33f2b04df861b137f1fa,1,1,MDSA_2011_8_10
arc,arc_88a5359eecc3ff77297c,2,1,Mercury_SC_401304
arc,arc_764426dfe481f3dca6ce,3,1,Mercury_7064208
arc,arc_6b73661847463b1df205,4,1,Mercury_7214673
arc,arc_e96d5b74c87f882479c0,0,1,ACTAAP_2008_7_5
arc,arc_7c61cc651c4de19f0cfb,1,1,Mercury_7097248
arc,arc_834752ef450364793090,2,1,Mercury_7215268
arc,arc_5d616207f6147849e022,3,1,Mercury_SC_402105
arc,arc_b821d652fb1e93858159,4,1,Mercury_412527
arc,arc_030ef5b1af24abbb788e,0,1,MCAS_2008_5_5625
arc,arc_5b8c18af9bf35595aaf5,1,1,AKDE&ED_2008_4_41
arc,arc_d701403edbf927e21a1f,2,1,Mercury_SC_401183
arc,arc_db4876154e9be1e1daac,3,1,Mercury_7010028
arc,arc_f9b5a8843507366d4c60,4,1,Mercury_7008838
arc,arc_1374397527f8d5602713,0,1,Mercury_SC_402089
arc,arc_ef52a0221faf3c7f2624,1,1,MCAS_2009_5_6510
arc,arc_1465956cb39c7d4b818e,2,1,ACTAAP_2010_7_13
arc,arc_91995df6941e4884d2c1,3,1,Mercury_7057715
arc,arc_aa3c10068320770b62f3,4,1,Mercury_7092260
arc,arc_85c6273e5329462aefd8,0,1,Mercury_7120943
arc,arc_8fdf39c487d4047d3442,1,1,Mercury_SC_LBS10674
arc,arc_2880a3879d239ace5724,2,1,VASoL_2010_3_10
arc,arc_268709e48f10e3679432,3,1,MCAS_2005_5_15
arc,arc_f1bdd3dae602789697cb,4,1,AIMS_2008_8_5
arc,arc_a27525a73cc813d0d17c,0,1,LEAP_2004_4_10259
arc,arc_08b271fe6d3d563bd6e0,1,1,NYSEDREGENTS_2009_8_29
arc,arc_e68fc3521f039145d7ad,2,1,Mercury_SC_405459
arc,arc_781727cf9bfbd30e7b75,3,1,Mercury_407023
arc,arc_b2b83a30f616b77a522d,4,1,Mercury_7029645
arc,arc_dc8d2a8cf774cf64ab97,0,1,Mercury_400940
arc,arc_e256b98dcf8d79df96a9,1,1,ACTAAP_2014_7_7
arc,arc_51bb1b758ec748d3c26d,2,1,Mercury_7263393
arc,arc_a9103d0082b6cd443135,3,1,Mercury_7268293
arc,arc_728cbf4cdcc0037e98d8,4,1,MDSA_2007_5_32
arc,arc_73d854347fcb826d1c04,0,1,Mercury_SC_401336
arc,arc_e685598b55c2693d191f,1,1,Mercury_7018480
arc,arc_16c110e85f0b8bb6e3bc,2,1,Mercury_7171920
arc,arc_197362eed74819f5b7e4,3,1,MCAS_2010_5_11983
arc,arc_c1a1bcacf1ffd7fa46d3,4,1,MSA_2013_8_4
arc,arc_ee7084e864cd2ef6dfb9,0,1,MCAS_2006_9_22-v1
arc,arc_4e89450b945e10f582cd,1,1,MSA_2015_8_31
arc,arc_60c6d2ee07b01d8ed43b,2,1,Mercury_SC_416424
arc,arc_b63cf40a11603eb224c2,3,1,Mercury_7212065
arc,arc_0fa6671799ce28b7fbb5,4,1,Mercury_SC_405724
arc,arc_7d49dd67457ad45e42fe,0,1,Mercury_SC_415697
arc,arc_ee83e5b47d5eb1596e65,1,1,Mercury_7233555
arc,arc_47c0fe1b2b1363cc0672,2,1,ACTAAP_2008_7_2
arc,arc_0a8ba01871bf427810ec,3,1,Mercury_7166093
arc,arc_c36ce81fe92c259355c8,4,1,NYSEDREGENTS_2007_8_31
arc,arc_73a00d7f7e91597f6d4e,0,1,MCAS_2016_5_15
arc,arc_b0daa312cf9db552ddd8,1,1,ACTAAP_2008_7_10
arc,arc_fa181b2dd44c581f743e,2,1,LEAP__7_10356
arc,arc_1d48b7c6f049e0823514,3,1,MEA_2014_5_14
arc,arc_bb1170ee57709a925f68,4,1,Mercury_SC_401354
arc,arc_5d698b91d062302f72a0,0,1,AKDE&ED_2008_8_25
arc,arc_554c55529e5978e8afbf,1,1,MEAP_2005_8_30
arc,arc_428589ce824169f2c077,2,1,Mercury_7227833
arc,arc_881d343fc2bbc9200e1f,3,1,Mercury_7263165
arc,arc_24920c0fdf27686e9db5,4,1,MCAS_2004_9_1
arc,arc_27f7caf2c3c1b97033c3,0,1,Mercury_7217105
arc,arc_3cf411ca555ec7ca5e4d,1,1,Mercury_7135835
arc,arc_0994a0a32f425a0c846e,2,1,MCAS_2006_9_13
arc,arc_088df682cec0f8f3c37b,3,1,Mercury_406808
arc,arc_c6e28f0b4e05baf7e464,4,1,Mercury_SC_405208
arc,arc_51071b789380f828b82f,0,1,MDSA_2007_8_16
arc,arc_15dea3469172d8ca2510,1,1,MCAS_2008_5_5634
arc,arc_f782a2d0dccfc99347aa,2,1,Mercury_7012618
arc,arc_ef8ce64f9bc570647dec,3,1,Mercury_7145478
arc,arc_50e677be745ac558164f,4,1,Mercury_406888
arc,arc_501f6154a18099e4a3c7,0,1,AKDE&ED_2008_8_16
arc,arc_e8083dd2fd47852ecbb7,1,1,NYSEDREGENTS_2004_8_31
arc,arc_249a07140735aa171e79,2,1,Mercury_7233905
arc,arc_eecf437046a06c03a0f0,3,1,Mercury_SC_415364
arc,arc_032b59742f8be396461e,4,1,Mercury_7085330
arc,arc_42a8b3c03e97c53e1c0a,0,1,Mercury_SC_400338
arc,arc_88ebf7639c537d154970,1,1,Mercury_7100398
arc,arc_596e1ae549ae27498f2c,2,1,Mercury_7187530
arc,arc_311375cff676dbdb3de2,3,1,NCEOGA_2013_5_25
arc,arc_2ae186c2d232795852df,4,1,ACTAAP_2009_5_13
arc,arc_7fbc4b3c7aee3e7413be,0,1,Mercury_7222373
arc,arc_58a314e87b6d6592aba7,1,1,Mercury_7188703
arc,arc_67e53c00513c79a492bd,2,1,ACTAAP_2009_7_17
arc,arc_f6d96466406112569af7,3,1,Mercury_SC_405927
arc,arc_6dc5a68932b3d1b7e99d,4,1,Mercury_SC_401198
arc,arc_92772bdd0e11720911d6,0,1,Mercury_7007910
arc,arc_a68d2e5cb8abdff443b7,1,1,Mercury_SC_415410
arc,arc_bc844434d92c96978a77,2,1,ACTAAP_2015_7_2
arc,arc_94705adfc1dcec1ed7db,3,1,Mercury_SC_401004
arc,arc_e63f0398ad6598c8c172,4,1,Mercury_405142
arc,arc_bf1ee655ce33618fdb90,0,1,Mercury_7210613
arc,arc_b05eec0eff6d543f655e,1,1,MCAS_2001_8_5
arc,arc_e14faa876803f872e5ac,2,1,Mercury_7222355
arc,arc_576b29f31c5401d69cf7,3,1,Mercury_SC_416141
arc,arc_49e6683186aee2ae727e,4,1,Mercury_7120785
arc,arc_8407bb20395b195187e2,0,1,Mercury_7115360
arc,arc_bf37cc630a4210bd46a4,1,1,Mercury_400639
arc,arc_ce50916631766c8450b5,2,1,AKDE&ED_2012_8_42
arc,arc_30e8ca9c71086cbf5a7e,3,1,MDSA_2008_8_26
arc,arc_09511c12a1ff169dd5b8,4,1,MEAP_2005_8_17
arc,arc_09b0cad9ef9c31d5e4f1,0,1,VASoL_2009_3_17
arc,arc_050cdcfd1969a77bf414,1,1,NCEOGA2013_8_50
arc,arc_fb92cbdc56d7310d5652,2,1,MCAS_2006_9_35-v1
arc,arc_264c10198114125de9f0,3,1,MDSA_2007_5_15
arc,arc_1a72c0b86f55a243481b,4,1,Mercury_7122465
arc,arc_526749bd37eb600c4abd,0,1,Mercury_7038150
arc,arc_92bf3cf3ee01c1997f58,1,1,Mercury_411450
arc,arc_c52a6a3b0bb779280dc8,2,1,LEAP_2001_8_10381
arc,arc_f6bf23bbf692dfa8f382,3,1,MCAS_2004_8_8
arc,arc_9428a18962156fea3047,4,1,Mercury_SC_401364
arc,arc_1e5a0381cfc82a7ce215,0,1,Mercury_7027353
arc,arc_3987871970d81a27c1f6,1,1,NCEOGA_2013_8_59
arc,arc_df1a04ee82aba555d29d,2,1,Mercury_7116253
arc,arc_6c39a63e61a2ed3f582b,3,1,Mercury_SC_405725
arc,arc_3e25e06938259281e5ae,4,1,Mercury_7166600
arc,arc_dd008baf10f0b44e8cb6,0,1,Mercury_SC_LBS10951
arc,arc_12e6e93cb225c9d10f35,1,1,Mercury_7230265
arc,arc_8ffc4f7d842721990d0d,2,1,MDSA_2007_4_35
arc,arc_5e5227a7e303e72af89e,3,1,MCAS_1998_8_25
arc,arc_72e08ee37be17eff679f,4,1,Mercury_7228375
arc,arc_171c008229e872344b0a,0,1,Mercury_401030
arc,arc_f3f5e88b41b704a71362,1,1,VASoL_2007_5_37
arc,arc_9f7dce2c7d07031efa75,2,1,Mercury_7168560
arc,arc_fb0f8b9a1dd367feaab0,3,1,Mercury_7038010
arc,arc_45f1a7dded3dce678478,4,1,Mercury_7001243
arc,arc_2f287d74ce50a64df237,0,1,Mercury_7107415
arc,arc_cd21eb42e86a31b1a303,1,1,Mercury_408090
arc,arc_8d495b626a05731a36f0,2,1,Mercury_LBS10002
arc,arc_1b24453346b0d964ad13,3,1,Mercury_7043015
arc,arc_2df5f113365cf71d6ff4,4,1,Mercury_7211068
arc,arc_166c90623f3b6de19094,0,1,Mercury_7071838
arc,arc_8dec36ffdcd75fcbfe0a,1,1,Mercury_7165060
arc,arc_7f1ae9a50204a1a15327,2,1,Mercury_7198275
arc,arc_9b4dfc1f3f080c2835e4,3,1,TIMSS_1995_8_N5
arc,arc_f5de82f0b17172822222,4,1,NCEOGA_2013_5_26
arc,arc_af1e9933f88d448dfb4b,0,1,ACTAAP_2011_5_9
arc,arc_a6f6ac40718590f68835,1,1,Mercury_7179778
arc,arc_0466300afaf2de65dea6,2,1,Mercury_400308
arc,arc_332dd66b6194c236968f,3,1,NYSEDREGENTS_2005_4_20
arc,arc_01864f5f1265a7956010,4,1,Mercury_7082635
arc,arc_4a4a29371e2b38303686,0,1,Mercury_7016818
arc,arc_6408c6fc696dbd135cd6,1,1,Mercury_SC_415349
arc,arc_9c9290f6138b858e758b,2,1,NYSEDREGENTS_2005_8_1
arc,arc_c11cc2465ee554705e7b,3,1,Mercury_186218
arc,arc_04808df4a216aa5aa77d,4,1,VASoL_2010_3_21
arc,arc_1dba97ff820ccbfed150,0,1,Mercury_7188878
arc,arc_a8e82fa052259e52982d,1,1,Mercury_SC_407186
arc,arc_13663d3998a331b9df4b,2,1,Mercury_SC_412698
arc,arc_c6ea780403db0581d7df,3,1,Mercury_7165883
arc,arc_81e7bc3e8a093e5cf797,4,1,MCAS_2005_9_20
arc,arc_2ce1c16ef63cf73776f2,0,1,Mercury_7216598
arc,arc_63a096a880662ac1dad7,1,1,TIMSS_2003_8_pg28
arc,arc_0ac8e3f1a863ee66b4a9,2,1,Mercury_7143185
arc,arc_d6513dad40fb74969001,3,1,Mercury_401011
arc,arc_492dcddc9c546b89748b,4,1,MCAS_1999_4_2
arc,arc_4bdcc42712dccd37ae18,0,1,Mercury_182718
arc,arc_775b860009e86ceddbbd,1,1,Mercury_7093188
arc,arc_08c56c5cda8f429afef5,2,1,Mercury_7220273
arc,arc_0056e31bff2b24d777a6,3,1,Mercury_183803
arc,arc_afe3aadc0683ff560166,4,1,Mercury_404134
arc,arc_8cde0db981d8cafe09bc,0,1,Mercury_7094238
arc,arc_cb8224ae4584bb73dbcb,1,1,Mercury_7092505
arc,arc_75e7bfdd5367cdd70434,2,1,Mercury_7090685
arc,arc_7e97e8e4064f4a7d3901,3,1,MCAS_2007_8_5169
arc,arc_6a149b5aa8b0ab9d8a7e,4,1,ACTAAP_2008_5_7
arc,arc_269ab4637c11e4a18d9b,0,1,Mercury_SC_400200
arc,arc_c11a94480e4329be5b91,1,1,Mercury_SC_401153
arc,arc_3a45762280f9a002f56f,2,1,Mercury_SC_400863
arc,arc_0edef839169db88edd2a,3,1,Mercury_SC_402047
arc,arc_69fbd603eba355520b39,4,1,Mercury_414102
arc,arc_283bd2b075f43615d042,0,1,Mercury_7009625
arc,arc_0a47ffc1ff26acfae20a,1,1,MCAS_2008_5_5633
arc,arc_a53859a691737c125396,2,1,Mercury_7154350
arc,arc_9732f0406ba8415a6a5b,3,1,Mercury_SC_415468
arc,arc_b474da97e9a6bf33902b,4,1,MEA_2016_8_14
arc,arc_640dac28f607a372a5d4,0,1,Mercury_7216878
arc,arc_d9819ea2ec7ca52b1511,1,1,Mercury_415753
arc,arc_a3f73ef9ff07bf0084bc,2,1,Mercury_7230300
arc,arc_60b9858547c87ec05ca4,3,1,Mercury_7084298
arc,arc_076cafb28ed666c30103,4,1,Mercury_187618
arc,arc_c572bf5ba28ac895739c,0,1,Mercury_7131950
arc,arc_863c1778ff5c8e611a33,1,1,ACTAAP_2014_5_1
arc,arc_c75d0928ec6ba5725ae1,2,1,Mercury_7084280
arc,arc_a6550c1181c7e6d5928b,3,1,Mercury_SC_400119
arc,arc_ef75329839e6a8c0ee19,4,1,Mercury_402398
arc,arc_6a8f49104da7e8b2b7f2,0,1,Mercury_7221253
arc,arc_9174db66bac9ff2545a6,1,1,TIMSS_2003_4_pg27
arc,arc_3538cd22e81df14f7a00,2,1,Mercury_7001155
arc,arc_f7dee7a786d8ff9dcaee,3,1,Mercury_7205818
arc,arc_275348ad495c50d7588e,4,1,MCAS_2006_8_34
arc,arc_503b7b9b36da4081fd10,0,1,Mercury_7106733
arc,arc_a26a239e8e1ffd0353db,1,1,Mercury_7188930
arc,arc_2e7261e5e3a0c6e30bcb,2,1,Mercury_7269168
arc,arc_8a4ccf33568029f4e450,3,1,Mercury_7233573
arc,arc_014b0aa8e35b5f711f85,4,1,Mercury_SC_408664
arc,arc_fecca6136a739ee16911,0,1,MCAS_2004_5_13
arc,arc_f549d1081392f6fc00ef,1,1,MCAS_2005_8_15
arc,arc_c07374eb9f95f558146f,2,1,Mercury_7218120
arc,arc_639a4f4abe33aa260f68,3,1,Mercury_7239575
arc,arc_ad34eb9d276989adf9b0,4,1,NYSEDREGENTS_2007_8_6
arc,arc_f719cc2b7ed2c6710fc0,0,1,Mercury_7106908
arc,arc_47e4ee2dbaf8441b4e18,1,1,Mercury_SC_LBS10271
arc,arc_a6bb43aa5ae05e99d713,2,1,Mercury_177328
arc,arc_1e581acbc18503783890,3,1,Mercury_7094868
arc,arc_d9d1f622e013a5142d11,4,1,MDSA_2010_4_1
arc,arc_c5d77f21cad20551e497,0,1,NAEP_2005_8_S14+9
arc,arc_913190eed98002e53262,1,1,MCAS_2003_5_6
arc,arc_8935b66afa2c49daa0a3,2,1,WASL_2005_8_11
arc,arc_d4dab40bb44027deec86,3,1,Mercury_7012670
arc,arc_9b2d31a57cf4f853d0b2,4,1,ACTAAP_2009_7_14
arc,arc_423b910773448d2bdeb3,0,1,Mercury_7041615
arc,arc_8dcdaed009aed988693c,1,1,Mercury_7212555
arc,arc_53989c438f61f4cba6d3,2,1,Mercury_SC_401596
arc,arc_74b5c0eb9ca10a036db8,3,1,Mercury_7018218
arc,arc_b145f629110d7fe7a2e7,4,1,Mercury_7239610
arc,arc_38022f9ca43e244540ef,0,1,Mercury_7056175
arc,arc_1f3e15102fac655f98ce,1,1,NYSEDREGENTS_2004_4_10
arc,arc_402f902066323ac3583e,2,1,Mercury_417140
arc,arc_f8ad425e86100ce7af53,3,1,Mercury_7033810
arc,arc_e513359b21860161d03e,4,1,VASoL_2010_3_18
arc,arc_ab4e5d17db5ab6b1b810,0,1,MCAS_2006_9_8
arc,arc_504899fc09d2b85b3974,1,1,Mercury_7090825
arc,arc_12b7de22e906161ee609,2,1,ACTAAP_2010_5_6
arc,arc_ac15221b042920c1c32a,3,1,MEA_2014_5_6
arc,arc_6d938b2b7d9262a8e7ed,4,1,AKDE&ED_2012_8_45
arc,arc_03bb30008b5a1e849bf4,0,1,Mercury_SC_401133
arc,arc_9fa236255057b6162927,1,1,Mercury_7186778
arc,arc_84469f534e330f93715f,2,1,Mercury_7199150
arc,arc_25c87d3d4d59dee03132,3,1,Mercury_7192448
arc,arc_fbed83c07e86045171a6,4,1,Mercury_7016730
arc,arc_9535977e11ffcdf1735e,0,1,ACTAAP_2010_7_7
arc,arc_c28d68d5d2725739b070,1,1,MDSA_2008_5_18
arc,arc_5c06567b5c39d704934a,2,1,Mercury_SC_405198
arc,arc_54c6bfb3a2b847410719,3,1,Mercury_7097965
arc,arc_e8e8c858d54d35c8112b,4,1,MCAS_2008_5_5616
arc,arc_491e7f35b04b646dd4ca,0,1,Mercury_183978
arc,arc_79c17ba9f23e1609d3fb,1,1,Mercury_SC_401197
arc,arc_ca76e08b151019ae0ba6,2,1,TAKS_2009_8_19
arc,arc_865efaa57299e916aa69,3,1,Mercury_7001418
arc,arc_62b17996cdf291aef514,4,1,Mercury_7145495
arc,arc_9d4e6bc88eda37f9be7e,0,1,Mercury_7234430
arc,arc_eb80cbb3fec2f3e8f363,1,1,Mercury_SC_407571
arc,arc_03e0fee4aa0258e35d53,2,1,Mercury_7219905
arc,arc_2a239dc0f6829fc1e0a9,3,1,Mercury_SC_LBS10647
arc,arc_f205ec23ba10c6575f57,4,1,Mercury_7181668
arc,arc_69728e945578d35ad957,0,1,Mercury_7188913
arc,arc_8aec8bb07933d2fba6c8,1,1,Mercury_7084420
arc,arc_1aeab0ff932e37dd133e,2,1,MSA_2015_8_38
arc,arc_391a1a6ceec57345de76,3,1,Mercury_402211
arc,arc_7f203ab7e4e218787677,4,1,Mercury_SC_413078
arc,arc_51adbb1f3cdfa6486ceb,0,1,NYSEDREGENTS_2009_8_7
arc,arc_27a0568848ca3286e3ce,1,1,AKDE&ED_2008_4_36
arc,arc_c40bdef885e1ca4646b4,2,1,Mercury_7193113
arc,arc_27311b2915adcb39ed37,3,1,Mercury_414133
arc,arc_9b59aba7e8923d373e6c,4,1,LEAP__7_10344
arc,arc_b8ef4aa60872fa612712,0,1,Mercury_7268835
arc,arc_0d99b4c52a41be32abd0,1,1,Mercury_SC_401371
arc,arc_b2b69988f387100b2650,2,1,Mercury_7016835
arc,arc_3045ea3256f9b36a6580,3,1,Mercury_7164798
arc,arc_9a4b9acdef9d59d5941a,4,1,Mercury_7100468
arc,arc_e57a6998c1dce8478450,0,1,Mercury_417153
arc,arc_28eb32a4547c8a4439d1,1,1,Mercury_7188090
arc,arc_867af197b5c7deddb8a9,2,1,Mercury_SC_LBS10244
arc,arc_d021451e5b6e8fad031c,3,1,Mercury_7187040
arc,arc_ea4c3a23ad096505c446,4,1,MEA_2011_8_3
arc,arc_71669f63c18fd085fa0e,0,1,Mercury_414091
arc,arc_e81b5420625ebf7c0149,1,1,Mercury_7248010
arc,arc_d072674205611ed6095e,2,1,ACTAAP_2014_7_11
arc,arc_5502bc26e0e683d62691,3,1,Mercury_7216843
arc,arc_d94f59d69674b09143e5,4,1,MCAS_1998_8_7
arc,arc_2f7452992bd4f4a60c86,0,1,MEA_2010_8_7
arc,arc_e0db49da6cb378e549ff,1,1,Mercury_SC_413558
arc,arc_a2714625d248f7932bb8,2,1,MCAS_2007_8_5171
arc,arc_d9cc1058e2c8704d7a6f,3,1,Mercury_400025
arc,arc_8ad950f6d48414507ec2,4,1,Mercury_7168683
arc,arc_090e11dbb91a96d33730,0,1,ACTAAP_2012_7_10
arc,arc_709d9bc8e0ba160686f6,1,1,Mercury_7058118
arc,arc_7924e5a383d0b463f274,2,1,NCEOGA_2013_5_29
arc,arc_db76a2b0363c9f46cb23,3,1,Mercury_7165953
arc,arc_2b7400b1db09f6f3eae9,4,1,MSA_2015_8_37
arc,arc_67f16911c50b456a62bd,0,1,Mercury_7044695
arc,arc_5338345cd0198f405945,1,1,MDSA_2009_5_17
arc,arc_45da5f1727cb51ff28ea,2,1,Mercury_7013545
arc,arc_92c8ecdb183a01f35593,3,1,Mercury_7175683
arc,arc_0fcd01dbdd39eb444343,4,1,MCAS_2004_8_17
arc,arc_34dd6b7fdfcebb347bb4,0,1,MCAS_2007_8_5168
arc,arc_0f4eef4173a9630733e9,1,1,Mercury_7083808
arc,arc_ee7ebd5ba010f05a0232,2,1,Mercury_7085243
arc,arc_c1bba93c7d98c3700ca3,3,1,VASoL_2007_5_28
arc,arc_f5b6c2c8e18e0efe69bc,4,1,MCAS_2003_8_8
arc,arc_f9f298c29f7380a9a493,0,1,Mercury_7006808
arc,arc_65bb17d469149bc8ed40,1,1,CSZ_2009_8_CSZ20870
arc,arc_815f8334dfda28f46d58,2,1,Mercury_SC_402643
arc,arc_054c171ec4cfe6ff21e0,3,1,NYSEDREGENTS_2004_8_3
arc,arc_9ccfccd0da3cf0220b6a,4,1,Mercury_7164430
arc,arc_d8d3db56a77e6c03112f,0,1,Mercury_7217018
arc,arc_0e193c76b7921d1638d0,1,1,Mercury_7040740
arc,arc_bae30c03980f2d32d12f,2,1,MDSA_2010_4_14
arc,arc_a91896f65faa837b8f15,3,1,Mercury_7038203
arc,arc_31db37e910c0da11f576,4,1,CSZ_2005_5_CSZ20330
arc,arc_73b8fd9047f0c92f0c8c,0,1,Mercury_7139125
arc,arc_1bf0ef577d0a9f51f6bc,1,1,TIMSS_2003_4_pg58
arc,arc_a6f6de7f8586bcc15f1c,2,1,Mercury_7011358
arc,arc_2bfa44ff562c5291935e,3,1,MCAS_1998_4_9
arc,arc_2ee42e93d0ea98e085d3,4,1,Mercury_SC_LBS10389
arc,arc_053b15d8a9765f32ca7b,0,1,Mercury_7132108
arc,arc_e187ad39d3d14c255ed2,1,1,Mercury_416594
arc,arc_0899f7fbcb3b4e7bb689,2,1,MCAS_2007_8_5166
arc,arc_1a935f5c75bd93d4b540,3,1,Mercury_7268188
arc,arc_c1739685a90ae68a6e27,4,1,VASoL_2007_3_6
arc,arc_583bb34809314c96881a,0,1,Mercury_7015645
